,ETHCAT,GENCAT,ANYELL0812,AVG_GPA3,anyspd1,trulydis_b,Frequency
0,Asian,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,262.0
1,Asian,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,251.0
2,Asian,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,257.0
3,Asian,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,270.0
4,Asian,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,628.5
5,Asian,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,554.375
6,Asian,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,554.375
7,Asian,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,464.91875
8,Asian,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,250.0
9,Asian,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,287.0
10,Asian,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,268.0
11,Asian,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,263.0
12,Asian,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,694.0
13,Asian,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,597.75
14,Asian,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,585.75
15,Asian,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,511.6875
16,Asian,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,278.0
17,Asian,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,282.0
18,Asian,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,283.0
19,Asian,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,286.0
20,Asian,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,677.0
21,Asian,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,576.75
22,Asian,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,614.75
23,Asian,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,522.6875
24,Asian,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,259.0
25,Asian,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,250.0
26,Asian,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,274.0
27,Asian,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,281.0
28,Asian,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,772.0
29,Asian,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,656.5
30,Asian,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,638.5
31,Asian,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,571.8749999999999
32,Latinx,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,293.0
33,Latinx,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,257.0
34,Latinx,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,260.0
35,Latinx,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,250.0
36,Latinx,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,549.7500000000001
37,Latinx,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,502.7375
38,Latinx,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,483.7375
39,Latinx,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,409.02687499999996
40,Latinx,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,276.0
41,Latinx,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,253.0
42,Latinx,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,291.0
43,Latinx,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,278.0
44,Latinx,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,617.5
45,Latinx,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,518.375
46,Latinx,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,543.375
47,Latinx,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,480.91875
48,Latinx,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,299.0
49,Latinx,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,254.0
50,Latinx,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,264.0
51,Latinx,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,277.0
52,Latinx,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,649.5
53,Latinx,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,540.375
54,Latinx,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,534.375
55,Latinx,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,445.91875
56,Latinx,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,277.0
57,Latinx,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,299.0
58,Latinx,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,253.0
59,Latinx,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,271.0
