,ETHCAT,GENCAT,ANYELL0812,AVG_GPA3,anyspd1,trulydis_b,Frequency
0,Asian,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,280.0
1,Asian,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,254.0
2,Asian,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,262.0
3,Asian,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,290.0
4,Asian,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,631.5
5,Asian,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,565.375
6,Asian,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,559.375
7,Asian,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,485.91875
8,Asian,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,264.0
9,Asian,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,292.0
10,Asian,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,261.0
11,Asian,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,263.0
12,Asian,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,698.0
13,Asian,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,616.75
14,Asian,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,587.75
15,Asian,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,487.6875
16,Asian,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,272.0
17,Asian,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,292.0
18,Asian,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,267.0
19,Asian,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,251.0
20,Asian,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,711.0
21,Asian,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,603.75
22,Asian,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,598.75
23,Asian,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,501.6875
24,Asian,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,274.0
25,Asian,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,289.0
26,Asian,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,275.0
27,Asian,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,281.0
28,Asian,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,794.0
29,Asian,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,649.5
30,Asian,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,654.5
