,ETHCAT,GENCAT,ANYELL0812,AVG_GPA3,anyspd1,trulydis_b,Frequency
0,Asian,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,730.0000000000001
1,Asian,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,582.0000000000001
2,Asian,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,523.0
3,Asian,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,445.2
4,Asian,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,740.0000000000001
5,Asian,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,597.0000000000001
6,Asian,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,511.0
7,Asian,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,446.2
8,Asian,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,929.0
9,Asian,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,758.0000000000001
10,Asian,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,639.0
11,Asian,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,531.0
12,Asian,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,923.0
13,Asian,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,721.0000000000001
14,Asian,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,668.0
15,Asian,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,510.0
16,Asian,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,824.0
17,Asian,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,681.0000000000001
18,Asian,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,577.9999999999999
19,Asian,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,473.99999999999994
20,Asian,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,812.0
21,Asian,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,678.0000000000001
22,Asian,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,559.9999999999999
23,Asian,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,462.99999999999994
24,Asian,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,1013.0
25,Asian,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,847.0
26,Asian,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,743.0
27,Asian,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,604.9999999999999
28,Asian,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,1000.0
29,Asian,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,814.0
30,Asian,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,713.0
31,Asian,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,586.9999999999999
32,Latinx,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,543.0
33,Latinx,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,407.2
34,Latinx,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,382.8
35,Latinx,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,317.24
36,Latinx,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,530.0
37,Latinx,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,411.2
38,Latinx,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,380.8
39,Latinx,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,294.24
40,Latinx,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,651.0
41,Latinx,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,542.0
42,Latinx,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,469.99999999999994
43,Latinx,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,367.8
44,Latinx,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,673.0
45,Latinx,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,542.0
46,Latinx,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,449.99999999999994
47,Latinx,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,352.8
48,Latinx,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,563.9999999999999
49,Latinx,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,449.99999999999994
50,Latinx,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,415.99999999999994
51,Latinx,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,321.59999999999997
52,Latinx,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,574.9999999999999
53,Latinx,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,492.99999999999994
54,Latinx,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,425.99999999999994
55,Latinx,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,345.59999999999997
56,Latinx,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,715.0
57,Latinx,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,592.9999999999999
58,Latinx,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,518.0
59,Latinx,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,439.99999999999994
60,Latinx,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,749.0
61,Latinx,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,602.9999999999999
62,Latinx,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,523.0
63,Latinx,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,428.99999999999994
64,Black,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,520.0
65,Black,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,416.2
66,Black,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,356.8
67,Black,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,307.24
68,Black,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,540.0
69,Black,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,437.2
70,Black,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,360.8
71,Black,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,303.24
72,Black,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,661.0
73,Black,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,513.0
74,Black,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,481.99999999999994
75,Black,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,378.8
76,Black,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,674.0
77,Black,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,522.0
78,Black,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,481.99999999999994
79,Black,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,387.8
80,Black,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,573.9999999999999
81,Black,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,449.99999999999994
82,Black,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,425.99999999999994
83,Black,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,346.59999999999997
84,Black,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,592.9999999999999
85,Black,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,458.99999999999994
86,Black,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,435.99999999999994
87,Black,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,314.59999999999997
88,Black,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,701.0
89,Black,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,605.9999999999999
90,Black,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,533.0
91,Black,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,436.99999999999994
92,Black,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,745.0
93,Black,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,580.9999999999999
94,Black,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,536.0
95,Black,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,440.99999999999994
96,White,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,691.0000000000001
97,White,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,559.4000000000001
98,White,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,462.6000000000001
99,White,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,404.8800000000001
100,White,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,685.0000000000001
101,White,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,536.4000000000001
102,White,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,481.6000000000001
103,White,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,369.8800000000001
104,White,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,841.0
105,White,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,665.0000000000001
106,White,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,616.0
107,White,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,492.6
108,White,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,859.0
109,White,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,648.0000000000001
110,White,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,583.0
111,White,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,491.6
112,White,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,725.0000000000001
113,White,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,577.0000000000001
114,White,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,511.0
115,White,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,452.2
116,White,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,731.0000000000001
117,White,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,596.0000000000001
118,White,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,516.0
119,White,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,431.2
120,White,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,934.0
121,White,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,739.0000000000001
122,White,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,632.0
123,White,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,548.0
124,White,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,914.0
125,White,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,720.0000000000001
126,White,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,639.0
127,White,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,533.0
