,ETHCAT,GENCAT,ANYELL0812,AVG_GPA3,anyspd1,trulydis_b,Frequency
0,Asian,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,292.0
1,Asian,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,292.0
2,Asian,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,293.0
3,Asian,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,272.0
4,Asian,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,610.5
5,Asian,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,556.375
6,Asian,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,546.375
7,Asian,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,452.91875
8,Asian,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,250.0
9,Asian,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,277.0
10,Asian,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,251.0
11,Asian,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,282.0
12,Asian,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,687.0
13,Asian,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,599.75
14,Asian,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,583.75
15,Asian,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,515.6875
16,Asian,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,297.0
17,Asian,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,260.0
18,Asian,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,283.0
19,Asian,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,296.0
20,Asian,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,681.0
21,Asian,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,603.75
22,Asian,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,600.75
23,Asian,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,495.6875
24,Asian,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,267.0
25,Asian,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,255.0
26,Asian,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,250.0
27,Asian,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,293.0
28,Asian,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,768.0
29,Asian,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,672.5
30,Asian,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,654.5
31,Asian,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,546.8749999999999
32,Latinx,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,265.0
33,Latinx,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,283.0
34,Latinx,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,257.0
35,Latinx,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,287.0
36,Latinx,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,551.7500000000001
37,Latinx,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,464.7375
38,Latinx,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,464.7375
39,Latinx,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,395.02687499999996
40,Latinx,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,282.0
41,Latinx,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,275.0
42,Latinx,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,284.0
43,Latinx,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,279.0
44,Latinx,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,638.5
45,Latinx,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,555.375
46,Latinx,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,559.375
47,Latinx,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,451.91875
48,Latinx,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,286.0
49,Latinx,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,290.0
50,Latinx,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,296.0
51,Latinx,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,284.0
52,Latinx,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,619.5
53,Latinx,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,521.375
54,Latinx,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,550.375
55,Latinx,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,475.91875
56,Latinx,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,298.0
57,Latinx,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,251.0
