,ETHCAT,GENCAT,ANYELL0812,AVG_GPA3,anyspd1,trulydis_b,Frequency
0,Asian,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,707
1,Asian,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,909
2,Asian,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,686
3,Asian,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,855
4,Asian,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,908
5,Asian,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,583
6,Asian,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,850
7,Asian,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,971
8,Asian,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,964
9,Asian,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,942
10,Asian,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,979
11,Asian,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,905
12,Asian,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,852
13,Asian,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,821
14,Asian,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,981
15,Asian,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,781
16,Asian,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,634
17,Asian,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,554
18,Asian,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,966
19,Asian,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,989
20,Asian,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,573
21,Asian,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,604
22,Asian,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,624
23,Asian,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,632
24,Asian,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,958
25,Asian,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,952
26,Asian,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,802
27,Asian,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,531
28,Asian,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,760
29,Asian,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,640
30,Asian,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,680
31,Asian,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,857
32,Latinx,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,859
33,Latinx,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,830
34,Latinx,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,701
35,Latinx,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,813
36,Latinx,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,532
37,Latinx,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,602
38,Latinx,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,888
39,Latinx,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,928
40,Latinx,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,803
41,Latinx,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,586
