,ETHCAT,GENCAT,ANYELL0812,AVG_GPA3,anyspd1,trulydis_b,Frequency
0,Asian,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,766
1,Asian,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,545
2,Asian,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,935
3,Asian,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,548
4,Asian,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,909
5,Asian,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,873
6,Asian,Male,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,655
7,Asian,Male,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,788
8,Asian,Male,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,825
9,Asian,Male,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,617
10,Asian,Male,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,880
11,Asian,Male,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,627
12,Asian,Male,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,626
13,Asian,Male,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,822
14,Asian,Male,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,895
15,Asian,Male,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,862
16,Asian,Female,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,796
17,Asian,Female,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,897
18,Asian,Female,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,532
19,Asian,Female,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,533
20,Asian,Female,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,735
21,Asian,Female,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,818
22,Asian,Female,ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,939
23,Asian,Female,ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,864
24,Asian,Female,No ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,912
25,Asian,Female,No ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,817
26,Asian,Female,No ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,902
27,Asian,Female,No ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,516
28,Asian,Female,No ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,665
29,Asian,Female,No ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,969
30,Asian,Female,No ELL,GPA Over 80,IEP,Non-Bottom Quintile Neighborhood,509
31,Asian,Female,No ELL,GPA Over 80,IEP,Bottom Quintile Neighborhood,653
32,Latinx,Male,ELL,GPA Under 80,No IEP,Non-Bottom Quintile Neighborhood,529
33,Latinx,Male,ELL,GPA Under 80,No IEP,Bottom Quintile Neighborhood,615
34,Latinx,Male,ELL,GPA Under 80,IEP,Non-Bottom Quintile Neighborhood,684
35,Latinx,Male,ELL,GPA Under 80,IEP,Bottom Quintile Neighborhood,505
36,Latinx,Male,ELL,GPA Over 80,No IEP,Non-Bottom Quintile Neighborhood,507
37,Latinx,Male,ELL,GPA Over 80,No IEP,Bottom Quintile Neighborhood,917
